99.2	8.6	0
108.2	14.3	0
83.1	10.1	1
87.3	15.6	0
83	13.4	0
102.4	14.6	0
101.2	19.4	0
93.5	13.5	1
115.8	9.8	0
89.1	13.1	0
109.8	17.8	0
94	17	0
88.9	17.7	0
89	12.6	1
100.6	9.8	0
83.8	20.9	0
65.3	9.8	1
72.2	19.2	0
70.6	12.5	1
105	12	0
76.6	7.9	1
77.9	13.3	1
99.6	15	0
80.9	16.3	0
84.2	10.1	1
89	16.1	0
73.7	9.5	1
91.1	15.2	0
84.2	9.3	1
101.9	11	0
70	10.2	1
77.4	12.5	1
87.6	17.1	0
110.6	16.3	0
92.5	13.4	0
57	7.8	1
78	6.9	1
86.8	11.5	1
77.5	6.9	1
104.6	13.2	0
97.3	14.6	0
95.7	18.7	0
108.3	12.5	0
98.5	11	1
86.1	12.6	1
72.4	16.7	0
73.9	7.8	1
86	8.1	1
98.3	7	1
91.6	18.1	0
102.7	10.5	1
76.1	11.6	1
96	16.5	0
74.7	9.4	1
107.3	17.3	0
76	9	1
69.2	15	1
91.5	16.1	0
74.6	9.5	1
96.1	12.3	0
74.5	8.8	1
103	13.4	0
74.4	10.8	1
79	14	0
89	11.4	1
87.4	14	0
77.7	9.9	1
86.8	11.2	1
76.4	12.2	1
80.9	8.2	1
78.3	9.5	1
90.6	20.4	0
86.8	10.6	1
89.8	9	1
78.9	9.5	1
102.2	13.3	0
84.6	8.7	0
82	11.6	1
64.7	11.3	1
103.6	18.5	0
84.2	9.5	1
94.5	16.3	0
83.2	8.7	1
98.1	8.3	1
105.8	16.4	0
97.6	17.8	0
104	12.6	0
106.4	9	0
67.1	8.7	1
86.3	8.2	1
102.7	17.6	0
102.9	16.4	0
78.7	11	1
88.3	7.4	1
83.2	17.5	0
95.2	17	0
77.4	12.7	1
104.1	11.6	1
96.8	13.9	0
87	16.2	0
93.4	17.1	0
89	13.1	0
100.7	17.7	0
79	11.6	1
72.7	9.5	1
83.5	6.7	1
77.7	11.9	1
64.4	8.7	1
76.9	9.9	1
107	8.8	0
88.5	15	0
102.1	16	0
88.3	8	1
79.1	11.8	1
84.1	14.4	0
89.5	13.5	0
94.6	16.7	0
92.4	13.4	0
76.5	11.8	0
104.2	14.8	0
80.5	10.1	1
97.6	15.2	0
101.6	14.7	0
103.1	18.8	0
93.1	18.5	0
96.6	12.9	0
87.2	13.7	0
84.2	12.8	0
88.8	8.9	1
98	11.7	0
72.7	8.5	1
71.1	11.6	1
86.8	12.9	1
68.4	7.7	1
89.6	13.1	0
64.2	9.4	1
79.4	12.4	1
68.2	8.4	1
99	6.3	1
62.1	11.8	1
75	17	0
101.8	9.5	0
90.1	19.2	0
79.6	14.5	1
79	11	1
95.4	12.8	0
91	16	0
71.1	10.8	1
81.7	12.8	1
60	11.6	1
90.6	16.3	0
72	16.2	0
75.8	9.3	1
63.2	10.3	1
90.1	12.1	0
90.7	16.8	0
82.4	9.4	1
103.5	12.3	0
91.5	12.3	1
84.7	11.3	1
85.5	15.9	0
85.5	7.5	1
80.6	10.7	1
67.5	9.3	1
83.8	11	1
104.2	16.1	0
86.4	8.3	1
105.8	13.6	0
85.9	17.9	0
106	18.5	0
74.3	5.7	1
78.9	9.3	1
67.7	7.7	1
72	10.7	1
101.3	14.8	0
100.9	9.7	0
110.7	14.1	0
72.9	10.8	1
84.3	12.8	1
75.5	8.1	1
82.4	14.2	0
80.7	10.9	1
105	7.3	0
74.1	7.4	1
71.6	10	1
102.3	14.1	0
106.1	10.1	0
107.4	15.9	0
87.9	12.3	0
85.5	18.1	0
72.5	8.4	1
78.8	7	1
