300		
73.9	7.8	1
83.1	10.1	1
89	12.6	1
79	11.6	1
84.3	11.3	1
83.8	11	1
85.9	6.5	1
78.6	13.5	1
80.6	10.7	1
78.9	9.5	1
83.2	8.7	1
71.1	10.8	1
88.3	7.4	1
74.7	9.4	1
72.2	10.7	1
81.7	10.6	1
65.3	9.8	1
77.9	13.3	1
80.8	10.4	1
82.4	9.4	1
98.3	7	1
82	11.6	1
72	10.7	1
72.7	12.3	1
92.3	9.3	1
81.1	11.1	1
75.1	6.8	1
66.2	9.8	1
86.4	8.3	1
67.7	7.7	1
84.7	11.3	1
64.4	8.3	1
74.3	5.7	1
75.8	10.1	1
86.3	8.2	1
87.7	6.2	1
75.2	11.8	1
88.8	8.9	1
102.4	9.9	1
72.1	12.2	1
75.3	10	1
67.1	8.7	1
83.7	10.3	1
80.7	10.9	1
84.3	12.8	1
93.5	13.5	1
85.6	7.5	1
77.7	11.9	1
70.9	10.7	1
99	6.3	1
60	11.6	1
76.4	12.2	1
65.2	8.5	1
75.8	9.3	1
84.2	9.5	1
74.6	9.5	1
86.5	8	1
64.7	16.1	1
78.6	11.5	1
68.4	7.7	1
83.5	8.5	1
86	8.1	1
71.6	10	1
72.7	8.5	1
76.1	9.9	1
74.4	10.8	1
80.9	8.2	1
81.4	8.6	1
62.9	13.9	1
84.2	10.1	1
86.8	11.2	1
83.3	11.7	1
86.8	12.9	1
81.5	7.6	1
64.7	11.3	1
67.8	8.2	1
71.1	11.6	1
75.5	8.1	1
80.5	10.1	1
78.3	9.5	1
57	7.8	1
79.6	14.5	1
77.4	12.7	1
70.6	12.5	1
85.4	8	1
73.7	9.5	1
64.4	8.7	1
72.7	9.5	1
64.2	9.4	1
69.2	15	1
81.8	7.5	1
84.8	11.9	1
78.7	11	1
76.1	11.6	1
74.1	7.4	1
79	11	1
102.7	10.5	1
84.2	9.3	1
62.1	11.8	1
68.7	9.5	1
96	12.9	1
76.9	9.9	1
83.1	10.3	1
81.1	8.5	1
83.4	13.4	1
68.2	8.4	1
67.5	9.3	1
80.4	8.6	1
91.5	12.3	1
88.3	8	1
88.9	8.8	1
78.2	9.5	1
76	9	1
89.8	9	1
81.8	11.3	1
76.6	7.9	1
73.2	10.4	1
88.2	9.5	1
70.3	7.9	1
64.8	9.6	1
74.5	8.8	1
85.5	7.5	1
72.5	8.4	1
78.8	7	1
77.5	6.9	1
72.9	10.8	1
98.1	8.3	1
85.4	12.7	1
78.9	9.3	1
86.1	12.6	1
77.7	9.9	1
63.2	10.3	1
104.1	11.6	1
70	10.2	1
98.5	11	1
76.5	13.2	1
50.5	11.5	1
83.5	6.7	1
79.5	9.9	1
86.8	10.6	1
81.7	12.8	1
78	6.9	1
77.4	12.5	1
78.3	10.6	1
89	11.4	1
79.4	12.4	1
88.3	7.9	1
86.8	11.5	1
78	8.4	1
79.1	11.8	1
93.8	15.8	0
95.9	12.9	0
83.2	17.5	0
110.7	14.1	0
88.5	15	0
104.2	14.8	0
89	16.1	0
98	11.7	0
100.9	9.7	0
94	15.1	0
90.7	15.6	0
88	12.5	0
99.2	8.6	0
82.8	11	0
90.1	19.2	0
73.5	15.8	0
101.8	9.5	0
103.6	18.5	0
87.3	15.6	0
102.7	17.6	0
106.4	9	0
94.4	19.5	0
105.8	13.6	0
101.8	15.2	0
104.6	13.2	0
97.5	13.9	0
85.5	18.1	0
90.1	12.1	0
85.9	17.9	0
94.4	15.8	0
90.6	16.3	0
85.5	15.9	0
91.7	12.8	0
97.6	15.2	0
85.2	17.3	0
108.3	12.5	0
97.6	17.8	0
90.7	16.8	0
89.6	13.1	0
96.8	13.9	0
96.6	12.9	0
87.4	14	0
83.7	17.1	0
102.2	13.3	0
93.8	18.3	0
86.8	14.7	0
94.5	16.3	0
91.8	18.8	0
90.6	20.4	0
108	17.9	0
110.7	21.5	0
89.1	13.1	0
96.4	16.9	0
104.5	15.1	0
101.7	18.4	0
95.4	12.8	0
82.3	19.4	0
109.8	17.8	0
99.5	19.6	0
89.5	13.5	0
109.4	9.7	0
95.2	17	0
81.2	14	0
100.2	15.5	0
83.8	20.9	0
79	14	0
